Year,State,Description,Units,type,Chemical Name,Value,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,PYRIMETHANIL,(D),NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,THIOPHANATE-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,THIRAM,"22,500",NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, FUNGICIDE,TOTAL,"128,400",NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, HERBICIDE,CARFENTRAZONE-ETHYL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, HERBICIDE,FLUMIOXAZIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, HERBICIDE,GLYPHOSATE ISO. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, HERBICIDE,"NAPROPAMIDE",(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, HERBICIDE,OXYFLUORFEN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, HERBICIDE,PARAQUAT,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, HERBICIDE,TOTAL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,ABAMECTIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,ACETAMIPRID,(D),NA,NA,NA,NA,NA,MODERATE,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,BIFENAZATE,(D),NA,NA,NA,NA,NA,MODERATE,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,BIFENTHRIN,(D),NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,BT KURSTAK ABTS-1857,(NA),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,BT KURSTAKI ABTS-351,(NA),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,CHLORANTRANILIPROLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,FLONICAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,MALATHION,(D),NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,MUSTARD OIL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,"NALED",(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,NOVALURON,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,SPINETORAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,SPIROMESIFEN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,THIAMETHOXAM,(D),NA,NA,NA,NA,NA,HIGH,NA
2018,FLORIDA, MEASURED IN LB,NA, INSECTICIDE,TOTAL,"102,700",NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, OTHER,CYTOKININS,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, OTHER,DIMETHYL DISULFIDE (DMDS,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, OTHER,REYNOUTRIA SACHALINE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA, OTHER,TOTAL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA,NA,NITROGEN,"136,000",NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA,NA,PHOSPHATE,"42,000",NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB,NA,NA,POTASH,"173,000",NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,AZOXYSTROBIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,CAPTAN,1.858,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,COPPER CHLORIDE HYD.,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,CYPRODINIL,0.33,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FENHEXAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FLUDIOXONIL,0.221,NA,NA,NA,NA,NA,SLIGHT,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FLUOPYRAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,IPRODIONE,(D),NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,ISOFETAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,MEFENOXAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,PENTHIOPYRAD,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,PROPICONAZOLE,(D),NA,POSSIBLE,POSSIBLE,NA,PRESENT,SLIGHT,HIGH
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,PYRIMETHANIL,(D),NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,THIOPHANATE-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,THIRAM,1.632,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,CARFENTRAZONE-ETHYL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,FLUMIOXAZIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,GLYPHOSATE ISO. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,"NAPROPAMIDE",(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,OXYFLUORFEN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,PARAQUAT,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ABAMECTIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ACETAMIPRID,(D),NA,NA,NA,NA,NA,MODERATE,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BIFENAZATE,(D),NA,NA,NA,NA,NA,MODERATE,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BIFENTHRIN,(D),NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BT KURSTAK ABTS-1857,(NA),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BT KURSTAKI ABTS-351,(NA),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CHLORANTRANILIPROLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,FLONICAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,MALATHION,(D),NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,MUSTARD OIL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,"NALED",(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,NOVALURON,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SPINETORAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SPIROMESIFEN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,THIAMETHOXAM,(D),NA,NA,NA,NA,NA,HIGH,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,CYTOKININS,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,DIMETHYL DISULFIDE (DMDS,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,REYNOUTRIA SACHALINE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,NITROGEN,1,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,PHOSPHATE,(Z),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,POTASH,1,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,AZOXYSTROBIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CAPTAN,9.193,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,COPPER CHLORIDE HYD.,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CYPRODINIL,0.997,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FENHEXAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FLUDIOXONIL,0.501,NA,NA,NA,NA,NA,SLIGHT,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FLUOPYRAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,IPRODIONE,(D),NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,ISOFETAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,MEFENOXAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,PENTHIOPYRAD,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,PROPICONAZOLE,(D),NA,POSSIBLE,POSSIBLE,NA,PRESENT,SLIGHT,HIGH
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,PYRIMETHANIL,(D),NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,THIOPHANATE-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,THIRAM,6.049,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,CARFENTRAZONE-ETHYL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,FLUMIOXAZIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,GLYPHOSATE ISO. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,"NAPROPAMIDE",(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,OXYFLUORFEN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,PARAQUAT,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,ABAMECTIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,ACETAMIPRID,(D),NA,NA,NA,NA,NA,MODERATE,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BIFENAZATE,(D),NA,NA,NA,NA,NA,MODERATE,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BIFENTHRIN,(D),NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BT KURSTAK ABTS-1857,(NA),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BT KURSTAKI ABTS-351,(NA),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,CHLORANTRANILIPROLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,FLONICAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,MALATHION,(D),NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,MUSTARD OIL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,"NALED",(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,NOVALURON,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,SPINETORAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,SPIROMESIFEN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,THIAMETHOXAM,(D),NA,NA,NA,NA,NA,HIGH,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,CYTOKININS,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,DIMETHYL DISULFIDE (DMDS,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,REYNOUTRIA SACHALINE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG,NA,NITROGEN,14,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG,NA,PHOSPHATE,4,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG,NA,POTASH,17,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,AZOXYSTROBIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,CAPTAN,4.9,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,COPPER CHLORIDE HYD.,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,CYPRODINIL,3,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FENHEXAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FLUDIOXONIL,2.3,NA,NA,NA,NA,NA,SLIGHT,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FLUOPYRAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,IPRODIONE,(D),NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,ISOFETAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,MEFENOXAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,PENTHIOPYRAD,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,PROPICONAZOLE,(D),NA,POSSIBLE,POSSIBLE,NA,PRESENT,SLIGHT,HIGH
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,PYRIMETHANIL,(D),NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,THIOPHANATE-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,THIRAM,3.7,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, HERBICIDE,CARFENTRAZONE-ETHYL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, HERBICIDE,FLUMIOXAZIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, HERBICIDE,GLYPHOSATE ISO. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, HERBICIDE,"NAPROPAMIDE",(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, HERBICIDE,OXYFLUORFEN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, HERBICIDE,PARAQUAT,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,ABAMECTIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,ACETAMIPRID,(D),NA,NA,NA,NA,NA,MODERATE,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,BIFENAZATE,(D),NA,NA,NA,NA,NA,MODERATE,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,BIFENTHRIN,(D),NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,BT KURSTAK ABTS-1857,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,BT KURSTAKI ABTS-351,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,CHLORANTRANILIPROLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,FLONICAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,MALATHION,(D),NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,MUSTARD OIL,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,"NALED",(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,NOVALURON,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,SPINETORAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,SPIROMESIFEN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,THIAMETHOXAM,(D),NA,NA,NA,NA,NA,HIGH,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, OTHER,CYTOKININS,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, OTHER,DIMETHYL DISULFIDE (DMDS,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG, OTHER,REYNOUTRIA SACHALINE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG,NA,NITROGEN,18,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG,NA,PHOSPHATE,17.6,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN NUMBER, AVG,NA,POTASH,18,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,AZOXYSTROBIN,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,CAPTAN,96,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,COPPER CHLORIDE HYD.,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,CYPRODINIL,33,NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,FENHEXAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,FLUDIOXONIL,33,NA,NA,NA,NA,NA,SLIGHT,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,FLUOPYRAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,IPRODIONE,(D),NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,ISOFETAMID,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,MEFENOXAM,(D),NA,NA,NA,NA,NA,NA,NA
2018,FLORIDA, MEASURED IN PCT OF AREA BEARING, AVG, FUNGICIDE,PENTHIOPYRAD,(D),NA,NA,NA,NA,NA,NA,NA
